title,price,year,mileage,brand,condition,bids,seller_score,reviews_count,link_type,status
2023 Mercedes-Benz AMG EQE,53899.0,2023,23291,Mercedes-Benz,Pre-Owned,,100%,4,,Active
2019 Dodge Charger AWD 5.7L V8 HEMI Police,12795.0,2019,117332,Dodge,Pre-Owned,,100%,123,,Active
1965 Mercedes-Benz 220Sb Sedan,8950.0,1965,0,Mercedes-Benz,Pre-Owned,,100%,712,,Active
2023 Dodge Charger R/T,27495.0,2023,53121,Dodge,Pre-Owned,,0%,0,,Active
2022 Audi RS e-tron GT Sedan 4D,52999.0,2022,5368,Audi,Pre-Owned,,99.8%,1400,,Active
2013 BMW 320i xDrive 320i xDrive,5499.0,2013,138855,BMW,Pre-Owned,,0%,0,,Active
2015 BMW 6-Series 650i xDrive Gran Coupe,22111.0,2015,53377,BMW,Pre-Owned,,0%,72,,Active
2025 Honda Civic Sport,27345.0,2025,7,Honda,Brand New,,0%,0,,Active
2012 Honda Accord EX-L,8800.0,2012,135915,Honda,Pre-Owned,,100%,12,,Active
New Listing2024 Honda Accord EX,26500.0,2024,17314,Honda,Pre-Owned,,97.4%,304,,Active
2025 Honda Accord SE,27890.0,2025,16,Honda,Pre-Owned,,100%,649,,Active
2008 FORD Focus,4600.0,2008,90553,Ford,Pre-Owned,,100%,915,,Active
2019 Honda Accord Sport,16490.0,2019,88635,Honda,Pre-Owned,,0%,0,,Active
1998 Nissan Skyline 4-Door R34 2.0 GT,25997.0,1998,155338,Nissan,Pre-Owned,,100%,1800,,Active
2017 HONDA Accord TOURING V6 SEDAN 6-SPD AT,29995.0,2017,32093,Honda,Pre-Owned,,100%,2300,,Active
2016 Audi A4 PremiumPlus,12500.0,2016,98924,Audi,Pre-Owned,,0%,0,,Active
2012 Porsche Panamera 4 Sedan 4D,23985.0,2012,26136,Porsche,Pre-Owned,,99.8%,1400,,Active
2025 Nissan Sentra SV,14495.0,2025,10303,Nissan,Pre-Owned,,0%,0,,Active
2016 Honda Civic LX,11995.0,2016,0,Honda,Pre-Owned,,0%,0,,Active
New Listing2025 Nissan Altima 2.5 SV,22832.0,2025,23981,Nissan,Pre-Owned,,100%,649,,Active
2015 Ford Taurus 105K H.0 3.5L TURBO AWD POLICE INTERCEPTOR HD PURSUIT PPV SSP,12990.0,2015,105628,Ford,Pre-Owned,,100%,2300,,Active
2018 Toyota Corolla L,13990.0,2018,64867,Toyota,Pre-Owned,,0%,0,,Active
1966 Mercury Park Lane,19000.0,1966,51011,Mercury,Pre-Owned,,98.8%,629,,Active
2025 Honda Civic Sedan Sport Hybrid Sport,30555.0,2025,5,Honda,Brand New,,0%,0,,Active
2016 Dodge Charger 3.6L V6 Police w/ Street Appearance Package,11795.0,2016,72823,Dodge,Pre-Owned,,100%,123,,Active
2000 Toyota Corolla VE,9800.0,2000,144124,Toyota,Pre-Owned,,95.7%,968,,Active
2017 Hyundai Elantra Limited,22500.0,2017,72074,Hyundai,Pre-Owned,,0%,0,,Active
2011 Mercedes-Benz S550 S 550,10990.0,2011,101557,Mercedes-Benz,Pre-Owned,,0%,0,,Active
2016 Honda Civic LX,16900.0,2016,76218,Honda,Pre-Owned,,0%,0,,Active
2024 Hyundai Sonata Limited,27999.0,2024,22883,Hyundai,Pre-Owned,,99.7%,158200,,Active
2007 Hyundai Sonata GLS,2300.0,2007,205086,Hyundai,Pre-Owned,,100%,1200,,Active
2015 Ford Taurus Police AWD,4795.0,2015,194523,Ford,Pre-Owned,,100%,123,,Active
New Listing2019 Nissan Sentra SR 4dr Sedan,10999.0,2019,107249,Nissan,Pre-Owned,,0%,0,,Active
2015 200 Series Limited 4DR SEDAN,6495.0,2015,152487,Chrysler,Pre-Owned,,100%,1600,,Active
1992 Cadillac Brougham,24000.0,1992,49596,Cadillac,Pre-Owned,,98.8%,629,,Active
New Listing2015 IS F Sport 4DR SEDAN,13995.0,2015,155644,Lexus,Pre-Owned,,100%,1600,,Active
2025 Toyota Camry LE,22307.0,2025,36873,Toyota,Pre-Owned,,0%,0,,Active
2001 Buick Century Custom,4800.0,2001,90005,Buick,Pre-Owned,,95.7%,968,,Active
2014 Audi A6 3.0 quattro TDI Premium Plus AWD 4dr Sedan,9995.0,2014,123134,Audi,Pre-Owned,,100%,638,,Sold
2015 Audi A4 Quattro PremiumPlus,12900.0,2015,88000,Audi,Pre-Owned,,0%,0,,Active
2017 INFINITI Q50 3.0t Premium,14995.0,2017,97915,Infiniti,Pre-Owned,,0%,0,,Active
2016 BMW 7-Series xDrive $99K MSRP,19495.0,2016,51768,BMW,Pre-Owned,,100%,3800,,Active
2007 Lincoln Town Car Signature 4dr Sedan,10995.0,2007,60924,Lincoln,Pre-Owned,,99.3%,1100,,Active
2012 Lexus ES ES 350 Sedan 4D,8995.0,2012,92704,Lexus,Pre-Owned,,100%,1600,,Active
2013 BMW 6-Series 640I GRAN COUPE 4DR,24900.0,2013,61512,BMW,Pre-Owned,,100%,1200,,Active
2017 Audi A4 2.0T quattro Premium Plus,11800.0,2017,128703,Audi,Pre-Owned,,100%,12,,Active
2023 BMW M8 Competition Gran Coupe Sedan 4D,84999.0,2023,26029,BMW,Pre-Owned,,99.8%,1400,,Active
2020 MKZ/Zephyr Standard 4DR SEDAN,17995.0,2020,68167,Lincoln,Pre-Owned,,100%,1600,,Active
2016 Lexus GS350 350,20895.0,2016,76428,Lexus,Pre-Owned,,0%,0,,Active
2016 BMW 3-Series 328i 4dr Sedan,12750.0,2016,71537,BMW,Pre-Owned,,100%,638,,Sold
2012 Hyundai Sonata GLS,4200.0,2012,100834,Hyundai,Pre-Owned,,100%,1200,,Active
2017 Mercedes-Benz E300 E 300,18899.0,2017,78984,Mercedes-Benz,Pre-Owned,,0%,7,,Active
2001 Toyota Camry 118K CE 2.2L DOHC 16V 5-SPEED MANUAL COLD A/C CLASSIC EDITION,8890.0,2001,118006,Toyota,Pre-Owned,,100%,2300,,Active
1938 Buick Special Series 40 Sedan,21999.0,1938,72366,Buick,Pre-Owned,,0%,266,,Active
2021 Chrysler 300 Touring L,26350.0,2021,67361,Chrysler,Pre-Owned,,100%,440,,Active
2021 Porsche Panamera Sedan 4D,59999.0,2021,32376,Porsche,Pre-Owned,,99.8%,1400,,Active
2015 MAZDA Mazda6 i Grand Touring Sedan 4D,10495.0,2015,81900,Mazda,Pre-Owned,,100%,1600,,Active
2015 MAZDA3 i Sport 4DR Sedan,8499.0,2015,128676,Mazda,Pre-Owned,,100%,1600,,Active
2013 LINCOLN MKZ/Zephyr,8500.0,2013,131727,Lincoln,Pre-Owned,,100%,915,,Active
2014 BMW 3-Series 320i xDrive Sedan 4D,9395.0,2014,94778,BMW,Pre-Owned,,100%,344,,Active
2016 Rolls-Royce Ghost Series II Sedan 4D,121985.0,2016,35946,Rolls-Royce,Pre-Owned,,99.8%,1400,,Active
2010 Honda Civic LX,6495.0,2010,126695,Honda,Pre-Owned,,0%,0,,Active
2015 BMW 640i xDrive Gran Coupe 640i xDrive,14349.0,2015,118637,BMW,Pre-Owned,,0%,0,,Active
2015 BMW 740Li 740Li Sedan 4D,14885.0,2015,75459,BMW,Pre-Owned,,100%,646,,Active
2024 Honda Accord Sport-L,25900.0,2024,58415,Honda,Pre-Owned,,0%,0,,Active
2008 Cadillac DTS,14500.0,2008,85592,Cadillac,Pre-Owned,,98.8%,629,,Active
2022 BMW 7-Series 750i xDrive Sedan 4D,50999.0,2022,46358,BMW,Pre-Owned,,99.8%,1400,,Active
New Listing2024 Hyundai IONIQ 6 SEL,46895.0,2024,2,Hyundai,Brand New,,97.4%,304,,Active
"2020 Mercedes-Benz S-Class S 63 AMG® 4MATIC® Loaded $172,995 MSRP!",79998.0,2020,39287,Mercedes-Benz,Pre-Owned,,100%,2900,,Active
1980 Pontiac Catalina,15500.0,1980,71766,Pontiac,Pre-Owned,,98.8%,629,,Active
New Listing2019 Honda Accord Touring 2.0T,18000.0,2019,98080,Honda,Pre-Owned,,97.4%,304,,Active
New Listing2024 Honda Accord Sport,25300.0,2024,28553,Honda,Pre-Owned,,97.4%,304,,Active
2025 Mercedes-Benz S63 AMG E Performance AMG® S 63 E 4MATIC® Sedan,201150.0,2025,50,Mercedes-Benz,Brand New,,0%,7,,Active
1999 Mercedes-Benz S-Class Grand Edition,24995.0,1999,112936,Mercedes-Benz,Pre-Owned,,97.2%,590,,Active
2018 Ford Fusion S,16424.0,2018,40091,Ford,Pre-Owned,,100%,338,,Active
2006 Chrysler 300 Series Touring 4dr Sedan,6995.0,2006,46256,Chrysler,Pre-Owned,,99.3%,1100,,Active
1958 Chevrolet Del Ray,22995.0,1958,31097,Chevrolet,Pre-Owned,,100%,806,,Active
2009 Mercedes-Benz E-Class E 350 4MATIC,7800.0,2009,81562,Mercedes-Benz,Pre-Owned,,100%,12,,Active
2018 Audi A4 Quattro Premium,16621.0,2018,57843,Audi,Pre-Owned,,0%,0,,Active
2021 Hyundai Sonata SE,12950.0,2021,123381,Hyundai,Pre-Owned,,0%,0,,Active
2021 Lexus ES 300h,32500.0,2021,50376,Lexus,Pre-Owned,,0%,12,,Active
2014 Jaguar XF 3.0l SC,8825.0,2014,80398,Jaguar,Pre-Owned,,100%,468,,Active
2005 Acura TSX,6995.0,2005,218555,Acura,Pre-Owned,,100%,703,,Active
2021 BMW 5-Series M550i xDrive,46995.0,2021,47050,BMW,Pre-Owned,,100%,703,,Active
2008 A4 2.0T quattro,4995.0,2008,152343,Audi,Pre-Owned,,100%,1000,,Active
2011 Porsche Panamera $88K MSRP,17995.0,2011,64054,Porsche,Pre-Owned,,100%,3800,,Active
2024 Hyundai Elantra SEL,19477.0,2024,19027,Hyundai,Pre-Owned,,0%,0,,Active
2013 Elantra GLS 4DR SEDAN,7999.0,2013,96414,Hyundai,Pre-Owned,,100%,1600,,Active
2005 Ford Crown Victoria Base,1995.0,2005,203315,Ford,Pre-Owned,,0%,0,,Active
2016 Nissan Altima 3.5 SR,9995.0,2016,70231,Nissan,Pre-Owned,,0%,0,,Active
1979 XJ6 4.2L 6 CYL Automatic Newer Tires,4995.0,1979,61081,Jaguar,Pre-Owned,,100%,1000,,Active
2013 Rio LX 103k Miles 37MPG 5 Speed Manual,3995.0,2013,103821,Kia,Pre-Owned,,100%,1000,,Active
New Listing2023 Hyundai Sonata SEL,16700.0,2023,50631,Hyundai,Pre-Owned,,0%,0,,Active
"1966 Mercedes-Benz S-Class Sunroof Model, Rust-Free, New Tires & Battery",9000.0,1966,100245,Mercedes-Benz,Pre-Owned,,100%,575,,Active
1939 Buick Special,12000.0,1939,25688,Buick,Pre-Owned,,98.8%,629,,Active
2011 BMW 535i xDrive 535i xDrive,6995.0,2011,110290,BMW,Pre-Owned,,0%,0,,Active
New Listing2021 Mitsubishi Mirage G4 LE,8995.0,2021,45566,Mitsubishi,Pre-Owned,,0%,0,,Active
1931 Ford Model A,19000.0,1931,58896,Ford,Pre-Owned,,98.8%,629,,Active
2018 BMW M3 COMPETITION,41900.0,2018,45849,BMW,Pre-Owned,,100%,1200,,Active
2016 Nissan Maxima 3.5 SR 4dr Sedan,13995.0,2016,70984,Nissan,Pre-Owned,,99.3%,1100,,Active
2025 Honda Civic Sport,22995.0,2025,6524,Honda,Pre-Owned,,0%,0,,Active
1982 Oldsmobile Ninety-Eight Regency,19000.0,1982,17886,Oldsmobile,Pre-Owned,,98.8%,629,,Active
2016 Toyota Camry SE,13999.0,2016,68330,Toyota,Pre-Owned,,0%,0,,Active
1998 Jaguar XJ XJ8 Vanden Plas Sedan 4D,11985.0,1998,59931,Jaguar,Pre-Owned,,99.8%,1400,,Active
2009 Subaru Impreza 2.5i Premium,2800.0,2009,161695,Subaru,Pre-Owned,,90.9%,12500,,Active
2022 Toyota Corolla LE 4dr Sedan,10500.0,2022,150545,Toyota,Pre-Owned,,100%,41,,Active
2007 Mercedes-Benz C-Class C 230 Sport 4dr Sedan,6999.0,2007,67424,Mercedes-Benz,Pre-Owned,,100%,638,,Sold
2016 Nissan Altima 2.5 SV,6990.0,2016,110171,Nissan,Pre-Owned,,0%,0,,Active
2019 Volkswagen Jetta 1.4T S,14650.0,2019,49573,Volkswagen,Pre-Owned,,100%,649,,Active
2019 BMW 5-Series 540i xDrive Sedan 4D,31985.0,2019,19353,BMW,Pre-Owned,,99.8%,1400,,Active
2007 Honda Civic Si,10500.0,2007,142210,Honda,Pre-Owned,,0%,0,,Active
2018 Chevrolet Impala LT,13995.0,2018,82155,Chevrolet,Pre-Owned,,0%,0,,Active
2010 Audi A4 2.0T quattro Premium AWD 4dr Sedan 6M,8995.0,2010,72191,Audi,Pre-Owned,,99.3%,1100,,Active
2019 Honda Civic LX,17495.0,2019,53897,Honda,Pre-Owned,,0%,0,,Active
2022 Acura ILX Premium Pkg Sedan 4D,20495.0,2022,16023,Acura,Pre-Owned,,100%,1600,,Active
2014 Volkswagen Passat S 1.8T WOLFSBURG EDITION,3500.0,2014,161870,Volkswagen,Pre-Owned,,100%,1200,,Active
2024 Honda Civic Sport,20295.0,2024,9362,Honda,Pre-Owned,,0%,0,,Active
2013 Mercedes-Benz C-Class C63 AMG,52499.0,2013,60353,Mercedes-Benz,Pre-Owned,,0%,266,,Active
2012 Chevrolet Sonic LS Sedan 4D,5995.0,2012,56180,Chevrolet,Pre-Owned,,100%,1600,,Active
2001 Lincoln Town Car Hearse,8500.0,2001,67052,Lincoln,Pre-Owned,,98.8%,629,,Active
2001 Buick Century CUSTOM,1900.0,2001,172800,Buick,Pre-Owned,,100%,1200,,Active
2008 Nissan Altima 2.5 S,5246.0,2008,102299,Nissan,Pre-Owned,,0%,0,,Active
New Listing2019 Honda Civic EX,15500.0,2019,72022,Honda,Pre-Owned,,97.4%,304,,Active
2017 Cruze LT Auto 4DR SEDAN,8495.0,2017,92369,Chevrolet,Pre-Owned,,100%,1600,,Active
2018 Fiesta SE 4dr Sedan,6995.0,2018,102165,Ford,Pre-Owned,,100%,1600,,Active
1979 Buick Electra Limited,14500.0,1979,40212,Buick,Pre-Owned,,98.8%,629,,Active
2024 Hyundai Sonata SEL,17834.0,2024,50952,Hyundai,Pre-Owned,,0%,0,,Active
2015 Hyundai Sonata Limited,9566.0,2015,103897,Hyundai,Pre-Owned,,0%,0,,Active
2012 Honda Civic LX,9995.0,2012,86642,Honda,Pre-Owned,,0%,0,,Active
2022 BMW 7-Series M760i xDrive Sedan 4D,73985.0,2022,32528,BMW,Pre-Owned,,99.8%,1400,,Active
2023 Hyundai Sonata SE,19350.0,2023,34064,Hyundai,Pre-Owned,,100%,649,,Active
2016 Nissan Maxima SL Sedan 4D,11495.0,2016,88882,Nissan,Pre-Owned,,100%,1600,,Active
2013 Honda Accord Sport,9999.0,2013,103587,Honda,Pre-Owned,,0%,0,,Active
2015 Lincoln MKS EcoBoost,6999.0,2015,98414,Lincoln,Pre-Owned,,0%,0,,Active
2016 Ford Taurus Limited AWD 4dr Sedan,8900.0,2016,133210,Ford,Pre-Owned,,100%,420,,Active
2006 Toyota Corolla LE,4295.0,2006,175352,Toyota,Pre-Owned,,0%,0,,Active
2018 Volvo S60 T5 Dynamic Sedan 4D,11985.0,2018,63364,Volvo,Pre-Owned,,99.8%,1400,,Active
2016 Mercedes-Benz C-Class C 300 Sedan 4D,16980.0,2016,76846,Mercedes-Benz,Pre-Owned,,0%,13,,Active
New Listing2025 Kia K4 EX,25455.0,2025,2,Kia,Brand New,,97.4%,304,,Active
2007 Buick Lucerne CXL V6,5800.0,2007,93123,Buick,Pre-Owned,,95.7%,968,,Active
2025 Honda Civic Sedan Sport Hybrid Sport Touring,33100.0,2025,0,Honda,Brand New,,0%,0,,Active
2019 BMW 530i xDrive 530i xDrive,13950.0,2019,97742,BMW,Pre-Owned,,0%,0,,Active
2008 Audi RS4 Quattro 4.2 V8 Sedan 6-Speed! AMD HP Supercharger Kit! Ton,69800.0,2008,63387,Audi,Pre-Owned,,100%,1600,,Active
2018 Dodge Charger GT AWD,14900.0,2018,55500,Dodge,Pre-Owned,,99.6%,2000,,Active
1938 Chevrolet Master Town Sedan,29995.0,1938,58990,Chevrolet,Pre-Owned,,100%,806,,Active
2020 Porsche Panamera 4 | $100k MSRP | Premium Pkg | Heated/Cooled Seats,51999.0,2020,49112,Porsche,Pre-Owned,,100%,5,,Active
2017 BMW 650i Gran Coupe 650i Gran Coupe 4D,26995.0,2017,51192,BMW,Pre-Owned,,100%,646,,Active
2017 Ford Fusion Titanium,11911.0,2017,93242,Ford,Pre-Owned,,0%,0,,Active
2016 Mercedes-Benz E-Class E350,12995.0,2016,84900,Mercedes-Benz,Pre-Owned,,100%,468,,Active
2016 Nissan Maxima Platinum,12499.0,2016,100627,Nissan,Pre-Owned,,0%,0,,Active
New Listing2017 Cadillac CT6 3.0L Twin Turbo Premium Luxury,19211.0,2017,78028,Cadillac,Pre-Owned,,0%,72,,Active
2017 Ford Fusion S,6499.0,2017,124564,Ford,Pre-Owned,,0%,0,,Active
"1960 Chevrolet Biscayne 65K Original Miles, All-Original Survivor",28000.0,1960,65000,Chevrolet,Pre-Owned,,100%,575,,Active
2014 Ford Taurus Police FWD,6995.0,2014,103550,Ford,Pre-Owned,,100%,123,,Active
2016 Subaru WRX Premium,17995.0,2016,76382,Subaru,Pre-Owned,,100%,703,,Active
2013 Toyota Corolla S Special Edition,5495.0,2013,288647,Toyota,Pre-Owned,,0%,0,,Active
2010 Honda Civic LX,3995.0,2010,168786,Honda,Pre-Owned,,0%,0,,Active
2016 Honda Civic EX-T,10991.0,2016,126590,Honda,Pre-Owned,,0%,0,,Active
2024 BMW 2-Series 228i,26850.0,2024,20651,BMW,Pre-Owned,,100%,649,,Active
1961 Lincoln Continental,42900.0,1961,11817,Lincoln,Pre-Owned,,97.6%,229,,Active
2009 Ford Crown Victoria POLICE INTERCEPTOR,13500.0,2009,82000,Ford,Pre-Owned,,100%,901,,Active
2017 Toyota Mirai,7000.0,2017,46037,Toyota,Pre-Owned,,100%,75,,Active
2001 Toyota Prius,1400.0,2001,150000,Toyota,Pre-Owned,,100%,74,,Active
2004 Lincoln MKC,3000.0,2004,140000,Lincoln,Pre-Owned,,100%,76,,Active
2011 Audi S4 3.0 Premium Plus,14595.0,2011,93052,Audi,Prime Motors Co Portland,,100%,703,,Active
1981 Mercedes-Benz 240D D,2525.0,1981,105305,Mercedes-Benz,Pre-Owned,2.0,100%,98,Auction,Active
2000 Toyota Camry CE,7400.0,2000,23560,Toyota,Pre-Owned,,99%,3500,,Active
New Listing2007 Volvo S60 R,500.0,2007,134678,Volvo,Private Collection Chicago Inc Naperville,2.0,95.7%,968,Auction,Active
2014 Chevrolet Cruze 1LT,2799.0,2014,178401,Chevrolet,"Includes RS Package, Bluetooth, Backup Camera and more!",,100%,48,,Active
1975 Dodge Charger Daytona,3450.0,1975,111200,Dodge,Pre-Owned,,100%,486,,Active
2006 BMW M5,12000.0,2006,148000,BMW,Pre-Owned,,100%,1,,Active
1959 Chrysler Imperial Lebaron,4050.0,1959,81778,Chrysler,Classic Car Depot LLC Orlando,13.0,0%,0,Auction,Active
New Listing2021 Rolls-Royce Ghost Sedan,200000.0,2021,12883,Rolls-Royce,Pre-Owned,0.0,0%,16,Auction,Active
"2009 Lincoln Signature Limited LOW MILES 50,225",8865.0,2009,50225,Lincoln,AUDIOPHILE SOUND FLEX FUEL SEAT HEATERS SALT FREE,3.0,92.1%,3600,Buy It Now,Active
2014 Porsche Panamera 4 AWD - MARSALA RED INTERIOR - ONLY 55K MILES - BOSE AUDIO,22499.0,2014,55436,Porsche,Pre-Owned,,100%,27,Buy It Now,Active
2014 Porsche Panamera Sedan 4D,16650.0,2014,74106,Porsche,"Financing, Delivery. Warranty 3 months/3,000 miles",,100%,280,,Active
"2016 Mercedes-Benz S-Class S600 Maybach Celebrity Owned, Massive 200k MSRP!",49900.0,2016,93250,Mercedes-Benz,Pre-Owned,,100%,178,,Active
2016 Dodge Charger POLICE,8995.0,2016,76511,Dodge,Pre-Owned,,100%,2,,Active
2003 Lincoln Town Car CARTIER - CLEAN CARFAX - FLORIDA CAR - 53K LOW MILES!,19999.0,2003,53488,Lincoln,Pre-Owned,,98.7%,1200,Buy It Now,Active
2017 Cadillac CT6 PLUG-IN Hybrid 2.0T - TURBOCHARGED - RARE FIND - LOW 42K MILES,21399.0,2017,42604,Cadillac,Pre-Owned,,98.7%,1200,Buy It Now,Active
2019 BMW 5 Series BMW MSPORT 530I CARFAX CERT WE FINANCE/TRADE/SHIP,21890.0,2019,72616,BMW,Pre-Owned,,100%,2100,Buy It Now,Active
2020 Subaru WRX STI,32800.0,2020,36541,Subaru,Illinois Motors Cary,,100%,277,,Active
2019 Jaguar XE,13900.0,2019,65481,Jaguar,"2019 JAGUAR XE 25T PREMIUM W/NAVI, MOONROOF, 65K Mi.",,100%,1500,,Active
2004 Subaru Impreza WRX STi,19995.0,2004,115051,Subaru,Pre-Owned,,100%,703,,Active
2023 Lexus IS IS 350 F SPORT Sedan 4D,35585.0,2023,16089,Lexus,Pre-Owned,,99.8%,1400,,Active
2014 BMW M5,25980.0,2014,97755,BMW,Pre-Owned,,100%,1000,,Active
2014 Toyota Camry SE Sport,7995.0,2014,176245,Toyota,Pre-Owned,,0%,0,,Active
2024 Nissan Sentra SR,22500.0,2024,4926,Nissan,Pre-Owned,,100%,649,,Active
2014 Cadillac ATS Luxury,5900.0,2014,137843,Cadillac,Pre-Owned,,0%,0,,Active
2002 Lexus IS 300,19997.0,2002,57146,Lexus,Pre-Owned,,100%,1800,,Active
2015 VOLKSWAGEN Passat 2.0 DIESEL TDI MANUAL,13450.0,2015,128114,Volkswagen,Pre-Owned,,100%,638,,Sold
2014 BMW 7-Series 750LI,6900.0,2014,130818,BMW,Pre-Owned,,100%,1200,,Active
New Listing2022 Hyundai Sonata Limited,22788.0,2022,30144,Hyundai,Pre-Owned,,0%,141,,Active
1984 Buick LeSabre,12000.0,1984,28483,Buick,Pre-Owned,,98.8%,629,,Active
New Listing2025 Hyundai Elantra Limited,27894.0,2025,2,Hyundai,Brand New,,97.4%,304,,Active
2003 Lexus LS430 430,9995.0,2003,76452,Lexus,Pre-Owned,,0%,0,,Active
New Listing2025 Kia K4 LXS,24770.0,2025,2,Kia,Brand New,,97.4%,304,,Active
2016 200 Series S 4DR SEDAN AWD,9995.0,2016,104792,Chrysler,Pre-Owned,,100%,1600,,Active
2003 Lincoln Town Car SIGNATURE,2400.0,2003,200153,Lincoln,Pre-Owned,,100%,1200,,Active
1960 Jaguar Mark II,16900.0,1960,67080,Jaguar,Pre-Owned,,97.6%,229,,Active
2022 Mercedes-Benz C-Class C 300 Sedan 4D,29800.0,2022,49444,Mercedes-Benz,Pre-Owned,,0%,88,,Active
2019 Maserati Ghibli S Q4 GranLusso Sedan 4D,23995.0,2019,23409,Maserati,Pre-Owned,,100%,1600,,Active
2020 Hyundai Sonata SEL,14552.0,2020,63327,Hyundai,Pre-Owned,,0%,0,,Active
2015 Cadillac ATS Luxury,9699.0,2015,98625,Cadillac,Pre-Owned,,0%,0,,Active
New Listing2024 Nissan Altima 2.5 SV,20100.0,2024,45842,Nissan,Pre-Owned,,0%,0,,Active
2014 Volkswagen Jetta TDI,13800.0,2014,80950,Volkswagen,Pre-Owned,,95.7%,968,,Active
2023 Audi A4 Quattro Quattro S Line Prem Plus 45 Tfsi,27999.0,2023,37009,Audi,Pre-Owned,,99.7%,158200,,Active
New Listing2020 Honda Accord Sport,17000.0,2020,101192,Honda,Pre-Owned,,97.4%,304,,Active
2021 Honda Civic LX,17500.0,2021,61202,Honda,Pre-Owned,,99.7%,158200,,Active
2015 Honda Accord EX-L,10995.0,2015,100546,Honda,Pre-Owned,,0%,0,,Active
1937 Cord 812 Beverly Sedan,34750.0,1937,0,Cord,Pre-Owned,,100%,712,,Active
2017 Nissan Maxima 3.5 SV 4dr Sedan (midyear release),10999.0,2017,111192,Nissan,Pre-Owned,,0%,0,,Active
2025 Honda Accord EX-L,34635.0,2025,2,Honda,Brand New,,97.4%,304,,Active
2018 Audi A4 Quattro PremiumPlus,14488.0,2018,94386,Audi,Pre-Owned,,0%,0,,Active
2024 Subaru WRX Premium,31990.0,2024,2659,Subaru,Pre-Owned,,100%,476,,Active
2001 Lexus IS 300,4900.0,2001,174004,Lexus,Pre-Owned,,100%,1200,,Active
1953 Chevrolet Bel Air/150/210 2-Door Sedan,10000.0,1953,85434,Chevrolet,Pre-Owned,,98.5%,3700,,Active
New Listing2024 Nissan Altima 2.5 SV,20400.0,2024,42851,Nissan,Pre-Owned,,0%,0,,Active
2013 Jaguar XJ XJL Portfolio Sedan 4D,16985.0,2013,56331,Jaguar,Pre-Owned,,99.8%,1400,,Active
2024 Hyundai Sonata Limited,28999.0,2024,22866,Hyundai,Pre-Owned,,99.7%,158200,,Active
2010 Audi A4 2.0T quattro Premium AWD 4dr Sedan 6M,9995.0,2010,71548,Audi,Pre-Owned,,99.3%,1100,,Active
New Listing2023 Honda Civic LX,21500.0,2023,14237,Honda,Pre-Owned,,97.4%,304,,Active
2018 Cadillac ATS 2.0T AWD,15400.0,2018,46271,Cadillac,Pre-Owned,,97.6%,229,,Active
2016 Chevrolet Cruze 1LT Sedan 4D,7995.0,2016,64901,Chevrolet,Pre-Owned,,100%,1600,,Active
2005 Chrysler 300 Series Touring AWD 4dr Sedan,7995.0,2005,56731,Chrysler,Pre-Owned,,99.3%,1100,,Active
2013 Chevrolet Malibu LS 4dr Sedan,7995.0,2013,71461,Chevrolet,Pre-Owned,,99.3%,1100,,Active
New Listing2023 Honda Accord Touring,27800.0,2023,39000,Honda,Pre-Owned,,97.4%,304,,Active
2018 Ford Focus S Sedan 4D,13995.0,2018,3841,Ford,Pre-Owned,,100%,1600,,Active
2004 Toyota Camry 4dr Sdn XLE Auto (Natl),6487.0,2004,146327,Toyota,Pre-Owned,,100%,1,,Active
2015 Altima 2.5 SV 4DR SEDAN,8995.0,2015,111625,Nissan,Pre-Owned,,100%,1600,,Active
2018 Chevrolet Cruze LS,9999.0,2018,86521,Chevrolet,Pre-Owned,,0%,0,,Active
2001 MAZDA Millenia,5999.0,2001,81881,Mazda,Pre-Owned,,100%,915,,Active
2018 BMW 3-Series 320i,11950.0,2018,81918,BMW,Pre-Owned,,100%,468,,Active
New Listing2024 Honda Accord Sport,29000.0,2024,16901,Honda,Pre-Owned,,97.4%,304,,Active
2018 BMW 530e xDrive 530e xDrive iPerformance,14995.0,2018,92704,BMW,Pre-Owned,,0%,0,,Active
2017 Maserati Ghibli Base 4dr Sedan,20999.0,2017,61143,Maserati,Pre-Owned,,100%,1200,,Active
2014 Jaguar XF V8 XFR-S,29980.0,2014,92339,Jaguar,Pre-Owned,,100%,1000,,Active
2011 Hyundai Sonata GLS 4dr Sedan 6A,7995.0,2011,65964,Hyundai,Pre-Owned,,99.3%,1100,,Active
1940 Buick Limited Model 81 Touring Sedan,16750.0,1940,0,Buick,Pre-Owned,,100%,712,,Active
2006 Volkswagen Jetta Insurance Theft Recovery Salvage,3595.0,2006,49271,Volkswagen,Pre-Owned,,100%,1100,,Active
2010 Lincoln MKZ/Zephyr Base 4dr Sedan,8995.0,2010,47324,Lincoln,Pre-Owned,,99.3%,1100,,Active
1937 Desoto S3,11000.0,1937,25337,DeSoto,Pre-Owned,,98.8%,629,,Active
2021 Hyundai Sonata SEL,12995.0,2021,105821,Hyundai,Pre-Owned,,0%,0,,Active
2014 BMW 328i xDrive 328i xDrive,9995.0,2014,94545,BMW,Pre-Owned,,0%,0,,Active
2017 Model S 2017 P100D AWD FSD AUTOPILOT PANO WOOD 64K MLS,24495.0,2017,64030,Tesla,Pre-Owned,,100%,473,,Active
1968 Chevrolet Impala Wagon,53000.0,1968,97912,Chevrolet,Pre-Owned,,98.8%,629,,Active
